channel --> 0
-0.204187,-0.102081,+0.137340,-0.190259,+0.322208,-0.083742,+0.056629,+0.098131,+0.010648,+0.500386,+0.320760,-0.133912,-0.059571,+0.093719,
-0.090982,+0.193898,-0.353488,-0.173842,-0.646216,-0.104539,-0.015270,+0.039997,+0.022132,+0.235007,+0.166371,-0.255218,+0.001246,+0.316294,
-0.229119,-0.359677,-0.555229,+0.109316,-0.392699,+0.118981,-0.253997,-0.346713,-0.201889,-0.209169,-0.285843,-0.558295,+0.185416,+0.181302,
-0.323138,-0.460954,-0.477070,+0.704028,-0.236908,+0.347411,+0.348776,-0.540800,+0.353720,+0.075752,-0.297447,-0.651190,-0.400179,+0.195546,
-0.390713,-0.151790,+0.819573,-0.007269,+0.300869,+0.500173,+0.422807,-0.065457,+0.624176,+0.210787,+0.372102,-1.019290,-0.653402,+0.161153,
-0.707054,+0.512110,+0.191177,-0.339938,-0.329892,-0.088991,+0.561884,+0.157051,-0.677740,+0.173645,+0.302000,-0.383096,-0.317660,-0.024032,
-0.136788,-0.115155,-1.492129,+0.006793,-0.532102,+0.547386,+1.436196,-0.160004,-1.299675,+0.711040,+0.900127,+0.678342,-0.759321,+0.017256,
+0.927301,+0.011003,-0.399957,+0.315095,-0.205280,+0.215846,+0.963536,+0.156050,-0.809659,+0.218842,+0.822341,-0.336552,-0.216437,+0.018674,
-0.271642,+0.419728,-0.605663,+0.072634,-0.361405,-0.268566,-0.508300,+0.170820,+0.051957,-0.798482,+1.078589,-1.546897,-0.049513,+0.097188,
+0.069676,-0.052045,-0.363822,-0.346372,-0.361323,-0.304601,-0.062854,-0.255477,-0.227439,-0.115327,+0.520294,-1.459337,-0.059261,+0.107708,
-0.245514,-0.312255,-0.168342,-0.588358,+0.322951,+0.051320,+0.083427,+0.587341,+0.120810,+0.719062,-0.500712,+0.299713,-0.061461,+0.110787,
-0.245540,-0.203783,-0.615319,-0.746790,+0.057169,-0.010533,-0.054553,+0.819250,+0.332983,+0.121153,+0.017371,-0.550783,-0.242661,+0.186470,
-0.230451,+0.042680,+0.283630,-0.460327,+0.374098,+0.314505,+0.070490,+0.297916,-0.447801,+0.855384,-0.713688,+0.069178,+0.228238,+0.156982,
-0.229976,-0.020279,-0.214852,+0.124757,-0.553077,+0.095545,+0.301517,+0.098487,+0.208542,+0.195668,-0.947571,-0.066791,-0.408825,-0.337033,

channel --> 1
-0.083440,+0.338150,+0.034004,-0.420703,-0.619290,-0.913952,-0.750732,-0.894200,-0.969439,-0.511155,-0.149168,-0.158945,-0.176353,+0.148820,
+0.129657,-0.190178,-0.613619,-0.226558,+0.586166,+0.126007,-0.374808,+0.198227,-0.330206,+0.273598,-0.526668,-0.239400,-0.256741,-0.441016,
+0.004573,-0.091872,-0.047974,+0.238757,-0.037502,-0.759797,-0.934444,-0.528551,-0.291026,+0.294959,+0.814853,+0.042156,-0.360788,-0.211735,
+0.020750,+0.113408,+0.715771,-0.174457,-1.310254,-1.487755,-0.432063,-0.373929,-1.051318,-1.986699,-0.387452,-0.173221,-0.407361,-0.236207,
-0.068358,+0.587668,+0.444759,-0.261615,-0.580074,-0.961665,-0.469524,+0.256498,-0.618698,-1.743124,-1.333967,-0.301440,-0.453597,-0.138595,
-0.026562,+1.190500,+1.958988,+0.040282,+0.058502,+0.477718,-0.653219,+0.034440,-0.113066,-0.592620,-0.744115,-0.087976,-0.070173,-0.055278,
+0.209362,+1.506908,+1.809676,+0.368897,+0.413905,+0.900353,+1.384174,+0.701601,-0.126370,+0.457343,+1.775457,+2.808934,-0.002403,+0.002785,
-0.001529,-0.938532,-0.700518,-0.918866,-0.680505,+0.699208,+0.945306,+0.256726,+0.896971,+0.822931,+0.929085,+0.666997,+0.110308,+0.088517,
-0.496120,-1.939204,-1.229631,+0.028420,-0.836838,+0.199495,-0.691201,+0.152481,+0.244861,-0.255072,-0.828841,+0.401204,+0.261035,+0.059992,
+0.246749,-0.554643,-0.805985,+0.166313,-0.176656,-0.523011,-0.909246,-0.439491,-0.485343,-0.519639,-0.906959,-2.265679,+0.873398,+0.034906,
+0.034885,-0.384847,-0.757124,-0.559077,-0.187753,-0.052422,-0.537767,-0.148163,-0.197359,-0.742973,-0.600419,-0.400594,+0.102340,-0.114775,
-0.101228,-0.141225,+0.387658,-0.174707,-0.694399,-0.282254,-0.808844,-1.088455,-1.262231,-1.141378,-0.503232,-0.168758,-0.098739,-0.135201,
+0.255996,+0.283598,+0.257513,-0.377741,-0.820743,-0.391932,-0.298753,-0.430928,-0.965126,-0.307736,-0.343356,+0.009993,+0.512473,+0.459685,
+0.110097,+0.260208,+0.522797,-0.215044,-0.529311,-0.644614,-0.310908,-0.434884,-0.609465,-0.054760,+0.521022,+0.879320,+0.161879,-0.219319,

channel --> 2
-0.587946,-0.210699,-0.312252,-0.077930,-0.296533,-0.171671,-0.290946,-0.303150,-0.171702,-0.230013,-0.226623,-0.317832,-0.294125,-0.734425,
-0.761920,-0.233462,-0.318453,-0.435726,-0.311876,-0.313612,-0.448138,-0.496033,-0.432759,-0.397776,-0.215880,-0.233988,-0.335127,-0.786742,
-0.598847,-0.349563,-0.236427,-0.223720,-0.170981,-0.688379,-0.785920,-0.666598,-0.732723,-0.425577,-0.174489,-0.279881,-0.211438,-0.709233,
-0.587969,-0.240664,-0.215058,-0.316852,-0.097632,-0.174466,-0.554727,-0.559392,-0.396373,-0.248771,+0.001611,-0.261136,-0.232554,-0.759229,
-0.523730,-0.166227,-0.119023,-0.200618,-0.404524,-0.462633,-0.227141,-0.191356,-0.266651,-0.206380,-0.034278,-0.104590,-0.159156,-0.745075,
-0.607777,-0.275594,-0.222624,-0.561536,-0.575277,-0.558063,-0.198681,-0.266299,-0.330779,-0.455736,-0.223956,-0.259639,-0.183504,-0.610702,
