channel --> 0
-0.206075,-0.107945,+0.129039,-0.203032,+0.348301,-0.062576,+0.039323,+0.095839,-0.030219,+0.471878,+0.308924,-0.161163,-0.058932,+0.094098,
-0.104383,+0.198392,-0.385553,-0.217300,-0.547452,-0.154135,-0.005510,+0.047784,+0.033567,+0.216790,+0.212902,-0.236350,+0.009836,+0.306452,
-0.281616,-0.310430,-0.539283,+0.152901,-0.288247,+0.114267,-0.212256,-0.301870,-0.142636,-0.189431,-0.243633,-0.629755,+0.197022,+0.188885,
-0.296153,-0.451131,-0.499231,+0.707603,-0.193720,+0.339105,+0.312843,-0.525470,+0.417206,+0.087020,-0.342185,-0.670572,-0.288146,+0.200949,
-0.424399,-0.123154,+0.749744,+0.062100,+0.304118,+0.555849,+0.441765,-0.033934,+0.600050,+0.197192,+0.300173,-0.936111,-0.665464,+0.160451,
-0.745048,+0.563743,+0.168352,-0.357733,-0.333974,-0.092132,+0.564397,+0.125770,-0.639931,+0.178726,+0.238221,-0.300979,-0.291909,-0.032847,
-0.135742,-0.090449,-1.518641,+0.079479,-0.567147,+0.581180,+1.450530,-0.182488,-1.335253,+0.736859,+0.945398,+0.683493,-0.681063,+0.032783,
+0.901702,+0.026487,-0.404193,+0.296822,-0.164329,+0.212527,+0.954206,+0.168238,-0.820602,+0.215107,+0.803485,-0.357336,-0.171932,-0.004374,
-0.267251,+0.453523,-0.579841,+0.050593,-0.307014,-0.255217,-0.499833,+0.138475,+0.055102,-0.727460,+1.111879,-1.520735,-0.029412,+0.114447,
+0.049212,+0.025001,-0.308033,-0.336624,-0.363473,-0.318891,-0.031209,-0.232276,-0.242613,-0.111336,+0.457445,-1.456351,-0.048750,+0.088310,
-0.217437,-0.292891,-0.173977,-0.663788,+0.308367,+0.064661,+0.118296,+0.631301,+0.112605,+0.736251,-0.562358,+0.315534,-0.068529,+0.109561,
-0.247940,-0.196274,-0.579780,-0.766049,+0.098259,+0.009350,-0.048668,+0.801079,+0.395283,+0.148314,+0.033868,-0.559026,-0.227800,+0.185785,
-0.231001,+0.021537,+0.324947,-0.488413,+0.381958,+0.359740,+0.054942,+0.274421,-0.470030,+0.937999,-0.670634,+0.092818,+0.247801,+0.172352,
-0.225185,-0.015227,-0.197196,+0.130575,-0.484615,+0.138122,+0.340338,+0.152889,+0.177729,+0.158860,-0.946363,-0.032503,-0.372844,-0.327814,

channel --> 1
-0.082832,+0.283140,+0.005249,-0.308367,-0.650839,-0.913443,-0.761594,-0.888404,-0.962993,-0.506135,-0.180188,-0.130476,-0.168703,+0.159208,
+0.119869,-0.195578,-0.703669,-0.296575,+0.626975,+0.156499,-0.402352,+0.143345,-0.346898,+0.231251,-0.559929,-0.250780,-0.228905,-0.422655,
+0.003521,-0.032994,-0.036818,+0.251190,-0.011876,-0.725767,-0.930411,-0.521399,-0.280123,+0.336736,+0.773954,+0.057917,-0.455668,-0.227688,
+0.013462,+0.193697,+0.762972,-0.151635,-1.285425,-1.489057,-0.414738,-0.377874,-1.061439,-2.074262,-0.398695,-0.173941,-0.353785,-0.226498,
-0.074940,+0.530404,+0.494087,-0.243093,-0.627676,-0.984837,-0.494825,+0.225732,-0.654240,-1.705659,-1.358607,-0.230200,-0.381358,-0.142375,
-0.011412,+1.155955,+1.900265,+0.069299,+0.069162,+0.554214,-0.697389,+0.023117,-0.126198,-0.515017,-0.734506,-0.091126,-0.116578,-0.068990,
+0.177192,+1.485958,+1.824858,+0.359899,+0.496583,+0.960667,+1.360148,+0.741024,-0.102079,+0.492159,+1.828467,+2.763042,-0.024993,+0.016628,
-0.024565,-0.920302,-0.645439,-0.862084,-0.710956,+0.675912,+0.955595,+0.280505,+0.929183,+0.863092,+0.934566,+0.752726,+0.100555,+0.064923,
-0.474099,-1.885044,-1.218517,+0.069335,-0.819628,+0.188089,-0.724941,+0.082723,+0.192300,-0.280172,-0.784284,+0.325785,+0.227848,+0.017799,
+0.245664,-0.524316,-0.836535,+0.161685,-0.239338,-0.521368,-0.850676,-0.491234,-0.468918,-0.483668,-0.907016,-2.351399,+0.871426,+0.015684,
+0.026133,-0.361274,-0.751177,-0.583461,-0.215679,-0.090482,-0.624461,-0.139734,-0.182137,-0.709727,-0.617286,-0.429844,+0.128178,-0.115337,
-0.109067,-0.139488,+0.401137,-0.165624,-0.672016,-0.258134,-0.835160,-1.130629,-1.236399,-1.151559,-0.483088,-0.118535,-0.094597,-0.148196,
+0.259146,+0.262705,+0.241345,-0.374032,-0.808427,-0.441332,-0.284441,-0.325886,-0.975694,-0.315401,-0.410149,-0.012700,+0.452942,+0.438613,
+0.117163,+0.245328,+0.542593,-0.234269,-0.522335,-0.658775,-0.348462,-0.486840,-0.577042,-0.010138,+0.602818,+0.911475,+0.206034,-0.210664,

channel --> 2
-0.597580,-0.216351,-0.298784,-0.103455,-0.309320,-0.167397,-0.285906,-0.286273,-0.179691,-0.242073,-0.239772,-0.318084,-0.300663,-0.736736,
